City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,broome,42.2506,-75.833,15.81,89,100,3.13,US,1712770115
366,aljezur,37.3191,-8.8033,20.71,51,100,1.69,PT,1712770115
367,ghadamis,30.1337,9.5007,28.44,18,99,9.3,LY,1712770115
368,laojunmiao,39.8333,97.7333,11.71,10,65,3.15,CN,1712770116
369,hansi,29.1,75.9667,28.89,10,7,3.75,IN,1712770116
370,maragogi,-9.0122,-35.2225,30.13,64,73,4.33,BR,1712769848
371,hadibu,12.65,54.0333,27.62,73,6,3.07,YE,1712770116
372,selfoss,63.9331,-20.9971,5.63,62,100,3.6,IS,1712770116
373,lichtenburg,-26.152,26.1597,15.13,52,0,3.57,ZA,1712770117
374,mili,6.0815,171.735,27.97,84,100,9.21,MH,1712770117
375,tshikapa,-6.4167,20.8,27.14,67,41,0.69,CD,1712770117
376,khor,47.8861,134.9464,3.21,52,79,2.38,RU,1712770117
377,cockburn town,21.4612,-71.1419,25.49,63,27,8.96,TC,1712769862
378,gadzhiyevo,69.2551,33.3362,3.22,99,100,6.39,RU,1712770117
379,markovo,57.3206,107.0881,3.04,98,100,2.57,RU,1712770118
380,dubbo,-32.25,148.6167,7.07,87,0,2.57,AU,1712769953
381,huinan,42.6225,126.2614,9.96,73,100,6.01,CN,1712770118
382,gagarin,55.5529,34.9954,17.85,77,21,3.19,RU,1712770118
383,tamanrasset,22.785,5.5228,31.95,9,41,5.14,DZ,1712770119
384,natal,-5.795,-35.2094,31.36,66,40,5.14,BR,1712769474
385,deyang,31.1302,104.382,16.68,82,100,1.26,CN,1712770119
386,qamdo,31.1667,97.2333,-2.02,86,96,2.22,CN,1712770119
387,recani,31.2846,-4.2688,28.83,4,0,4.5,MA,1712770119
388,inirida,3.8653,-67.9239,36.95,40,95,0.42,CO,1712770120
389,the pas,53.8251,-101.2541,10.01,66,100,5.14,CA,1712770120
390,chernyshevskiy,63.0128,112.4714,-9.54,92,100,5.21,RU,1712770120
391,camabatela,-8.1881,15.375,19.94,94,94,0.95,AO,1712770120
392,menongue,-14.6585,17.691,20.01,88,97,2.38,AO,1712770120
393,ladario,-19.0047,-57.6017,35.05,66,75,2.57,BR,1712770121
394,cassilandia,-19.1133,-51.7342,29.11,65,72,2.21,BR,1712770121
395,mazagao,-0.115,-51.2894,33.03,72,88,2.65,BR,1712770121
396,boden,65.8252,21.6886,3.0,100,100,4.89,SE,1712770121
397,college,64.8569,-147.8028,-0.11,74,20,0.0,US,1712770121
398,freetown,8.484,-13.2299,28.84,70,69,2.06,SL,1712770122
399,la ronge,55.1001,-105.2842,10.14,34,40,3.6,CA,1712770122
400,fort bragg,35.139,-79.006,23.08,64,100,5.14,US,1712770122
401,la junta,37.985,-103.5438,15.59,36,20,4.63,US,1712770122
402,vejle,55.7093,9.5357,9.92,75,85,6.59,DK,1712770122
403,sodra sandby,56.5667,16.6167,11.92,62,57,7.16,SE,1712770122
404,palanga,55.9175,21.0686,7.01,87,75,4.12,LT,1712770123
405,chakvi,41.7187,41.7335,11.99,87,75,0.0,GE,1712770123
406,pervomayskoye,43.919,46.7102,11.91,76,100,4.91,RU,1712770123
407,kiruna,67.8557,20.2251,-0.49,100,100,2.57,SE,1712770123
408,komsomol'skiy,43.9783,46.6985,12.11,73,100,5.0,RU,1712770123
409,mahajanga,-15.7167,46.3167,29.01,84,20,3.09,MG,1712770124
410,youghal,51.95,-7.8506,12.56,100,100,10.21,IE,1712770124
411,karungdong,5.8844,121.263,26.96,80,62,2.69,PH,1712770124
412,palmer,42.1584,-72.3287,19.35,40,100,2.57,US,1712769993
413,long xuyen,10.3833,105.4167,27.97,75,19,5.13,VN,1712769896
414,east london,-33.0153,27.9116,15.52,94,40,6.69,ZA,1712770125
415,yamada,39.4667,141.95,2.79,62,1,2.51,JP,1712770125
416,port-gentil,-0.7193,8.7815,25.98,89,40,4.12,GA,1712770125
417,bambui,-20.0064,-45.9769,29.54,50,19,0.88,BR,1712770125
418,shahrud,36.4182,54.9763,19.73,28,46,2.69,IR,1712770125
419,suva,-18.1416,178.4415,25.71,94,40,0.0,FJ,1712770126
420,mandiana,10.6333,-8.6833,31.72,48,92,5.53,GN,1712770126
421,horta,38.5333,-28.6333,16.12,97,75,8.49,PT,1712770126
422,ad dilam,23.9915,47.1627,28.23,47,100,3.64,SA,1712770126
423,quimili,-27.6333,-62.4167,18.64,95,100,7.66,AR,1712770126
424,callao,-12.0667,-77.15,26.16,65,0,3.6,PE,1712769886
425,nieuw amsterdam,5.8833,-55.0833,26.01,94,40,3.09,SR,1712770127
426,maysville,38.6412,-83.7444,17.88,88,100,4.63,US,1712770127
427,mahibadhoo,3.7833,72.9667,29.81,71,52,4.86,MV,1712770127
428,sao joao da barra,-21.6403,-41.0511,30.05,80,0,4.93,BR,1712770128
429,luba,3.4568,8.5547,26.94,81,91,3.46,GQ,1712770128
430,paramonga,-10.6667,-77.8333,24.0,77,53,3.45,PE,1712770128
431,okha,53.5739,142.9478,-4.3,92,42,3.58,RU,1712770128
432,tostado,-29.232,-61.7692,21.66,84,100,0.89,AR,1712770128
433,sweet home,44.3976,-122.7362,13.31,73,15,2.24,US,1712770128
434,camana,-16.6228,-72.7111,21.74,84,100,3.18,PE,1712770076
435,hoopstad,-27.8327,25.9083,17.55,39,0,3.01,ZA,1712770129
436,kerikeri,-35.2268,173.9474,21.06,90,100,6.88,NZ,1712770129
437,siyabuswa,-25.1132,29.0445,21.29,42,84,2.71,ZA,1712770129
438,green river,41.5286,-109.4662,9.22,44,27,7.51,US,1712770130
439,alaghsas,17.0187,8.0168,38.94,6,25,3.09,NE,1712770130
440,comilla,23.4578,91.2044,27.51,31,86,3.04,BD,1712770130
441,campo grande,-20.4428,-54.6464,30.75,58,75,4.12,BR,1712769919
442,juruti,-2.1522,-56.0922,30.47,71,57,1.21,BR,1712769893
443,launceston,-41.45,147.1667,9.63,87,0,3.6,AU,1712769944
444,guasave,25.5667,-108.45,28.22,16,0,1.8,MX,1712770131
445,meadow lake,34.8014,-106.5436,16.28,22,0,3.6,US,1712770131
446,yeppoon,-23.1333,150.7333,12.88,56,0,2.1,AU,1712770131
447,bereznik,62.8551,42.7072,2.87,100,100,3.11,RU,1712770131
448,mancio lima,-7.6142,-72.8958,33.04,58,40,2.57,BR,1712770131
449,zakynthos,37.7914,20.8953,18.69,68,0,0.0,GR,1712770132
450,kolonia town,6.964,158.206,29.0,84,100,2.57,FM,1712770132
451,schwaz,47.3391,11.7336,5.84,83,99,0.98,AT,1712770132
452,al bardiyah,31.7561,25.0865,17.64,66,94,6.58,LY,1712770132
453,kununurra,-15.7667,128.7333,17.99,77,25,0.0,AU,1712770063
454,vilyuysk,63.7553,121.6247,0.56,94,100,5.36,RU,1712770133
455,san carlos,9.6612,-68.5827,37.9,25,24,2.76,VE,1712769876
456,howard springs,-12.497,131.047,23.95,76,84,2.44,AU,1712770133
457,pontotoc,34.2479,-88.9987,18.78,94,100,5.54,US,1712770133
458,leibnitz,46.7816,15.5384,16.15,48,100,1.34,AT,1712770133
459,ma'rib,15.4591,45.3253,33.41,25,8,2.86,YE,1712770134
460,iwanai,42.9744,140.5089,1.02,75,26,2.37,JP,1712770134
461,palu,-0.8917,119.8707,24.32,99,100,0.92,ID,1712770134
462,benjamin constant,-4.3831,-70.0311,27.07,89,75,0.51,BR,1712770134
463,nogliki,51.8333,143.1667,-1.48,87,27,3.58,RU,1712770134
464,baraki barak,33.9675,68.9486,13.83,53,60,1.27,AF,1712770135
465,ara nova,41.9273,12.2397,15.87,55,0,3.09,IT,1712770135
466,turpan,42.9333,89.1667,18.13,30,25,1.11,CN,1712770135
467,primero de mayo,-32.2552,-58.4228,21.01,74,100,7.35,AR,1712770135
468,sanctuary point,-35.1114,150.629,15.97,85,9,3.15,AU,1712770135
469,sarmiento,-45.5882,-69.07,10.78,44,0,2.34,AR,1712769973
470,atlantic beach,30.3344,-81.3987,27.9,64,75,7.72,US,1712770136
471,mendoza,-32.8908,-68.8272,13.74,51,75,7.2,AR,1712769954
472,undurkhaan,47.3194,110.6556,9.18,41,82,4.01,MN,1712770136
473,nacala,-14.5428,40.6728,27.04,81,98,2.77,MZ,1712770136
474,calama,-22.4667,-68.9333,24.27,19,0,8.23,CL,1712769709
475,mahdishahr,35.7108,53.3556,18.01,27,62,4.25,IR,1712770137
476,kaiapoi,-43.3783,172.6401,20.19,62,20,7.72,NZ,1712770021
477,qui nhon,13.7667,109.2333,23.85,93,4,2.41,VN,1712770137
478,richards bay,-28.783,32.0377,23.14,68,0,7.36,ZA,1712770137
479,san antonio de pale,-1.4014,5.6325,28.42,79,93,4.35,GQ,1712770137
480,brooks,50.5834,-111.8851,7.79,49,0,7.2,CA,1712770138
481,novyy urengoy,66.0833,76.6333,-27.31,100,20,2.81,RU,1712770138
482,tralee,52.2704,-9.7026,14.14,94,100,7.72,IE,1712770138
483,fortaleza,-3.7227,-38.5247,30.07,70,75,4.12,BR,1712769800
484,khmelnytskyi,49.4216,26.9965,17.86,46,80,2.3,UA,1712770138
485,illizi,26.4833,8.4667,35.89,6,98,5.77,DZ,1712770138
486,kone,-21.0595,164.8658,24.26,96,100,1.07,NC,1712770139
487,kill devil hills,36.0307,-75.676,24.01,58,0,4.63,US,1712770139
488,tobelo,1.7284,128.0095,26.11,83,33,2.58,ID,1712770139
489,port blair,11.6667,92.75,29.02,89,20,1.03,IN,1712770139
490,dolzhanskaya,46.6311,37.8039,14.88,64,0,6.47,RU,1712770139
491,al qusayr,34.5091,36.5798,14.13,79,85,2.51,SY,1712770140
492,rehoboth,-23.3167,17.0833,22.78,24,0,5.07,NA,1712770140
493,sierra vista,31.5545,-110.3037,20.22,18,0,3.09,US,1712770038
494,hailun,47.45,126.9333,7.54,47,10,3.55,CN,1712770140
495,nangomba,-10.9,38.5,24.71,91,95,1.38,TZ,1712770140
496,margarita belen,-27.2616,-58.9722,24.01,89,99,3.81,AR,1712770140
497,dondo,-19.6094,34.7431,27.73,89,100,2.46,MZ,1712770141
498,knyaze-volkonskoye,48.4642,135.4567,6.67,49,100,4.02,RU,1712770141
499,manado,1.487,124.8455,24.43,94,20,0.51,ID,1712770141
500,fuling,29.7022,107.3919,16.83,93,97,1.11,CN,1712769846
501,al muwayh,22.4333,41.7583,28.65,14,58,7.17,SA,1712770142
502,sinop,41.7711,34.8709,10.55,81,100,0.98,TR,1712769874
503,kavaratti,10.5669,72.642,28.9,70,5,3.21,IN,1712770142
504,saint-joseph,-21.3667,55.6167,25.21,83,81,3.25,RE,1712770142
505,pahrump,36.2083,-115.9839,21.29,28,6,1.34,US,1712770035
506,utrik,11.2278,169.8474,26.59,81,100,10.57,MH,1712770143
507,ust-tsilma,65.441,52.1498,-1.88,91,100,0.89,RU,1712770143
508,askoy,60.4092,5.226,8.31,100,75,5.66,NO,1712770143
509,ad dawadimi,24.5077,44.3924,25.64,47,77,4.2,SA,1712770143
510,villa union,23.2,-106.2333,23.98,46,0,0.0,MX,1712770144
511,portstewart,55.1813,-6.714,13.83,85,100,8.7,GB,1712770144
512,herval,-32.0236,-53.3956,22.63,79,100,4.45,BR,1712770144
513,turkmenbasy,40.0222,52.9552,22.43,24,0,6.17,TM,1712770144
514,kantang,7.4054,99.5156,26.66,78,100,1.76,TH,1712770145
515,fauske,67.2588,15.3918,6.02,100,100,2.16,NO,1712770145
516,colonia,50.9333,6.95,16.09,41,0,2.06,DE,1712769974
517,xunchang,28.4543,104.715,15.73,89,92,0.01,CN,1712770145
518,nouna,12.7333,-3.8667,38.72,19,64,6.14,BF,1712770145
519,hovd,48.0056,91.6419,7.17,37,100,4.89,MN,1712770146
520,ogdensburg,44.6942,-75.4863,19.09,69,75,7.72,US,1712770098
521,zouerate,22.7187,-12.4521,35.49,10,0,2.88,MR,1712770146
522,tuba city,36.135,-111.2399,16.32,27,0,3.27,US,1712770146
523,sault ste. marie,46.5168,-84.3333,17.16,45,75,4.63,CA,1712770012
524,la'ie,21.6477,-157.9253,24.98,73,17,1.79,US,1712770147
525,manismata,-2.4667,111.0333,23.99,98,100,0.62,ID,1712770147
526,belel,7.05,14.4333,24.83,42,89,0.55,CM,1712770147
527,sanibel,26.449,-82.0223,31.12,61,65,8.46,US,1712769848
528,nikol'sk,53.7189,46.0712,10.37,83,25,2.43,RU,1712770147
529,soio,-6.1349,12.3689,27.91,85,39,4.08,AO,1712770147
530,seryshevo,51.0933,128.3786,2.53,68,9,1.31,RU,1712770148
531,santa marinella,42.0345,11.8536,14.95,83,40,6.09,IT,1712770148
532,rongelap,11.1635,166.8941,26.85,83,100,9.93,MH,1712770148
533,ghat,24.9647,10.1728,28.8,21,97,2.51,LY,1712770148
534,portland,45.5234,-122.6762,12.71,74,57,1.79,US,1712769912
535,axim,4.8699,-2.2405,29.53,73,100,4.64,GH,1712770149
536,makar'yev,57.8797,43.8069,10.38,71,25,1.64,RU,1712770149
537,basiawan,6.5342,125.4869,25.88,80,78,4.09,PH,1712770149
538,biltine,14.5333,20.9167,34.16,7,28,4.5,TD,1712770149
539,namdrik,5.5994,168.1028,27.94,82,100,8.78,MH,1712770149
540,watsa,3.0372,29.5355,21.37,77,82,1.47,CD,1712770150
541,syktyvkar,61.6764,50.8099,4.85,75,40,0.0,RU,1712770048
542,barra de santo antonio,-9.4047,-35.5072,30.6,70,56,3.94,BR,1712770150
543,sirte,31.2089,16.5887,19.02,57,0,4.5,LY,1712770150
544,kamaishi,39.2667,141.8833,4.35,65,9,3.18,JP,1712770150
545,puerto carreno,6.189,-67.4859,35.99,41,47,3.6,CO,1712770151
546,lae,-6.7221,146.9847,24.0,83,99,2.41,PG,1712770151
547,vila velha,-20.3297,-40.2925,29.97,85,40,5.66,BR,1712769600
548,macusani,-14.0833,-70.4333,12.19,52,62,5.03,PE,1712770151
549,mana,5.6592,-53.7767,27.71,82,88,5.43,GF,1712770151
550,apolinario saravia,-24.4328,-63.9954,21.17,93,100,5.55,AR,1712770152
551,khandyga,62.6667,135.6,-7.28,97,100,1.46,RU,1712770152
552,port hueneme,34.1478,-119.1951,26.95,41,0,1.54,US,1712770152
553,kaga bandoro,6.9896,19.1874,33.49,23,61,2.07,CF,1712770152
554,necochea,-38.5473,-58.7368,15.36,41,99,7.15,AR,1712770153
555,mwinilunga,-11.7358,24.4293,19.46,95,67,1.21,ZM,1712770153
556,isangel,-19.55,169.2667,25.79,91,62,1.48,VU,1712770153
557,ciudad general teran,25.2667,-99.6833,30.25,10,0,4.39,MX,1712770153
558,moama,-36.1167,144.7833,9.99,83,0,4.6,AU,1712770153
559,grand gaube,-20.0064,57.6608,26.88,83,70,1.79,MU,1712770154
560,praia,14.9215,-23.5087,26.3,50,20,10.29,CV,1712769903
561,morondava,-20.2833,44.2833,27.67,75,96,3.74,MG,1712770154
562,santa ana,33.7456,-117.8678,26.89,37,0,1.34,US,1712769657
563,al ghayzah,16.2079,52.176,27.42,69,3,5.06,YE,1712770154
564,pipraich,26.8264,83.53,27.02,11,15,2.75,IN,1712770155
565,sorsk,54.0033,90.2467,2.61,98,100,1.18,RU,1712770155
566,kalaleh,37.3807,55.4916,15.78,82,100,2.06,IR,1712770155
567,as sulayyil,20.4607,45.5779,32.14,28,82,5.65,SA,1712770155
568,butembo,0.15,29.2833,15.67,97,55,0.78,CD,1712770155
569,santa vitoria,-18.8386,-50.1214,28.18,67,41,3.16,BR,1712769978
570,mokhsogollokh,61.4681,128.9203,-0.99,84,100,1.08,RU,1712770156
571,tocopilla,-22.092,-70.1979,22.0,75,83,3.87,CL,1712770156
572,paola,39.3599,16.0396,16.5,74,95,3.12,IT,1712770156
573,nabire,-3.3667,135.4833,24.04,98,100,0.91,ID,1712770157
574,gaspe,48.8334,-64.4819,3.12,56,20,6.17,CA,1712770142
575,christchurch,-43.5333,172.6333,23.08,62,20,7.72,NZ,1712770152
576,khagrachhari,23.1,91.9667,23.94,32,8,1.37,BD,1712770157
577,ladan,50.5196,32.5818,19.74,47,2,1.72,UA,1712770158
578,aracuai,-16.8497,-42.0703,32.8,47,65,0.39,BR,1712770158
579,groningen,53.25,6.75,13.42,53,59,4.63,NL,1712770158
580,labrador city,52.9463,-66.9114,1.95,38,0,2.57,CA,1712770158
581,tercan,39.7794,40.3925,8.83,75,100,2.09,TR,1712770159
582,lagarto,-10.9172,-37.65,32.73,45,93,5.58,BR,1712770159
583,mora,11.0461,14.1401,36.64,5,85,4.45,CM,1712770159
584,atherton,53.5237,-2.4935,15.2,88,100,0.89,GB,1712770159
585,benguela,-12.5763,13.4055,26.32,79,24,3.24,AO,1712770160
586,sho'rchi,38.0141,67.7899,19.53,45,3,1.73,UZ,1712770160
587,qarah bagh,34.9402,61.7759,14.81,55,13,3.05,AF,1712770160
588,kuanda,56.3161,116.0806,-8.86,83,56,0.93,RU,1712770160
589,valence,39.4697,-0.3774,23.3,43,0,4.63,ES,1712770160
590,novaya igirma,57.1334,103.9112,2.93,98,100,2.92,RU,1712770161
591,sheridan,44.8333,-106.9173,8.21,51,20,10.29,US,1712770161
592,putla villa de guerrero,17.0333,-97.9333,33.74,27,83,2.8,MX,1712770161
593,lewistown,40.5992,-77.5714,20.66,83,75,0.0,US,1712770161
594,antofagasta,-23.65,-70.4,21.6,74,92,3.53,CL,1712770095
595,zimovniki,47.1483,42.4633,17.97,57,100,3.59,RU,1712770161
596,camarinas,43.1311,-9.1817,18.85,63,100,4.05,ES,1712770162
597,eyl,7.9803,49.8164,27.91,69,83,6.58,SO,1712770162
598,cidreira,-30.1811,-50.2056,24.03,74,81,4.87,BR,1712770162
599,hobyo,5.3505,48.5268,28.92,66,24,5.88,SO,1712770162
600,igbeti,8.75,4.1333,30.62,52,99,3.33,NG,1712770162
601,huarmey,-10.0681,-78.1522,24.89,75,44,3.46,PE,1712770163
602,alzamay,55.5562,98.6644,2.51,97,100,2.43,RU,1712770163
603,alo,7.4178,6.7371,36.8,31,85,2.65,NG,1712770163
604,nantucket,41.2835,-70.0995,13.08,79,0,7.72,US,1712769864
605,kamen,51.6,7.6667,15.2,53,0,4.12,DE,1712770163
